"wlbWellboreName";"wlbDrillingOperator";"wlbProductionLicence";"wlbWellType";"wlbPurposePlanned";"wlbContent";"wlbEntryDate";"wlbCompletionDate";"wlbField";"wlbMainArea";"wlbGeodeticDatum";"wlbNsDeg";"wlbNsMin";"wlbNsSec";"wlbNsCode";"wlbEwDeg";"wlbEwMin";"wlbEwSec";"wlbEwCode";"wlbNsDecDeg";"wlbEwDesDeg";"wlbNsUtm";"wlbEwUtm";"wlbUtmZone";"wlbNpdidWellbore";"datesyncNPD"
"2/4-X-40 A";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"08.08.2007";"09.09.2007";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"51.93";"N";"3";"13";"8.45";"E";"56.547758";"3.219014";"6267207.28";"513466.24";"31";"5611";"18.09.2019"
"2/4-X-41";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"03.09.2003";"13.10.2003";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"51.92";"N";"3";"13";"8.58";"E";"56.547756";"3.219050";"6267206.98";"513468.47";"31";"4798";"18.09.2019"
"2/4-X-42";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"14.05.1997";"19.06.1997";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"51.91";"N";"3";"13";"8.73";"E";"56.547753";"3.219092";"6267206.68";"513471.03";"31";"3101";"18.09.2019"
"2/4-X-42 A";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"INJECTION";"CUTTINGS";"29.02.2012";"02.04.2012";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"51.91";"N";"3";"13";"8.73";"E";"56.547753";"3.219092";"6267206.68";"513471.03";"31";"6771";"18.09.2019"
"2/4-X-43";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"26.12.2004";"27.01.2005";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.02";"N";"3";"13";"8.34";"E";"56.547783";"3.218983";"6267210.06";"513464.36";"31";"4966";"18.09.2019"
"2/4-X-43 A";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"31.03.2010";"03.07.2010";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.02";"N";"3";"13";"8.34";"E";"56.547783";"3.218983";"6267210.06";"513464.36";"31";"6310";"18.09.2019"
"2/4-X-44";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"07.05.2002";"17.06.2002";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.01";"N";"3";"13";"8.47";"E";"56.547781";"3.219019";"6267209.75";"513466.58";"31";"4539";"18.09.2019"
"2/4-X-44 A";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"06.09.2018";"27.10.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.01";"N";"3";"13";"8.47";"E";"56.547781";"3.219019";"6267209.75";"513466.58";"31";"8547";"18.09.2019"
"2/4-X-44 AY2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.01";"N";"3";"13";"8.47";"E";"56.547781";"3.219019";"6267209.75";"513466.58";"31";"8570";"18.09.2019"
"2/4-X-44 AY3";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.01";"N";"3";"13";"8.47";"E";"56.547781";"3.219019";"6267209.75";"513466.58";"31";"8571";"18.09.2019"
"2/4-X-45";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"09.02.1997";"10.03.1997";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52";"N";"3";"13";"8.61";"E";"56.547778";"3.219058";"6267209.45";"513468.97";"31";"3018";"18.09.2019"
"2/4-X-45 AY1";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"12.02.2019";"03.03.2019";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52";"N";"3";"13";"8.61";"E";"56.547778";"3.219058";"6267209.45";"513468.97";"31";"8665";"18.09.2019"
"2/4-X-45 AY2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"04.03.2019";"20.03.2019";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52";"N";"3";"13";"8.61";"E";"56.547778";"3.219058";"6267209.45";"513468.97";"31";"8666";"18.09.2019"
"2/4-X-46";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"08.12.1996";"24.01.1997";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"51.98";"N";"3";"13";"8.75";"E";"56.547772";"3.219097";"6267208.84";"513471.36";"31";"2995";"18.09.2019"
"2/4-X-47";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"02.07.1997";"20.08.1997";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.1";"N";"3";"13";"8.36";"E";"56.547806";"3.218989";"6267212.53";"513464.69";"31";"3157";"18.09.2019"
"2/4-X-47 A";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"06.02.2018";"03.03.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.1";"N";"3";"13";"8.36";"E";"56.547806";"3.218989";"6267212.53";"513464.69";"31";"8296";"18.09.2019"
"2/4-X-47 B";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.1";"N";"3";"13";"8.36";"E";"56.547806";"3.218989";"6267212.53";"513464.69";"31";"8395";"18.09.2019"
"2/4-X-48";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"30.11.2001";"23.01.2002";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.09";"N";"3";"13";"8.5";"E";"56.547803";"3.219028";"6267212.23";"513467.08";"31";"3595";"18.09.2019"
"2/4-X-49";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"13.08.2002";"24.11.2002";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.07";"N";"3";"13";"8.64";"E";"56.547797";"3.219067";"6267211.62";"513469.48";"31";"4582";"18.09.2019"
"2/4-X-50";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"18.06.2003";"27.07.2003";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"52.06";"N";"3";"13";"8.78";"E";"56.547794";"3.219106";"6267211.32";"513471.87";"31";"4752";"18.09.2019"
"2/4-YA-1 H";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"TOR";"NORTH SEA";"ED50";"56";"38";"21.13";"N";"3";"17";"57.69";"E";"56.639203";"3.299358";"6277404.78";"518361.87";"31";"8883";"18.09.2019"
"2/4-YA-2 H";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"TOR";"NORTH SEA";"ED50";"56";"38";"20.98";"N";"3";"17";"57.78";"E";"56.639161";"3.299383";"6277400.15";"518363.43";"31";"8884";"18.09.2019"
"2/4-YA-3 H";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"TOR";"NORTH SEA";"ED50";"56";"38";"21";"N";"3";"17";"58.44";"E";"56.639167";"3.299567";"6277400.82";"518374.67";"31";"8885";"18.09.2019"
"2/4-YA-4 H";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"TOR";"NORTH SEA";"ED50";"56";"38";"21.13";"N";"3";"17";"58.53";"E";"56.639203";"3.299592";"6277404.85";"518376.19";"31";"8886";"18.09.2019"
"2/4-Z-1";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"29.04.2017";"29.05.2017";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.02";"N";"3";"13";"35.65";"E";"56.544450";"3.226569";"6266840.53";"513932.02";"31";"7992";"18.09.2019"
"2/4-Z-2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"08.02.2017";"12.03.2017";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.09";"N";"3";"13";"35.72";"E";"56.544469";"3.226589";"6266842.70";"513933.21";"31";"7423";"18.09.2019"
"2/4-Z-3";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"NOT APPLICABLE";"09.08.2017";"12.09.2017";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.16";"N";"3";"13";"35.79";"E";"56.544489";"3.226608";"6266844.87";"513934.39";"31";"8160";"18.09.2019"
"2/4-Z-3 A";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"13.09.2017";"18.09.2017";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.16";"N";"3";"13";"35.79";"E";"56.544489";"3.226608";"6266844.87";"513934.39";"31";"8279";"18.09.2019"
"2/4-Z-4";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"07.06.2017";"07.07.2017";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.23";"N";"3";"13";"35.87";"E";"56.544508";"3.226631";"6266847.04";"513935.75";"31";"7993";"18.09.2019"
"2/4-Z-5";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"23.08.2016";"18.12.2016";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.3";"N";"3";"13";"35.94";"E";"56.544528";"3.226650";"6266849.21";"513936.94";"31";"7994";"18.09.2019"
"2/4-Z-6";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"24.01.2018";"21.02.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.37";"N";"3";"13";"36.01";"E";"56.544547";"3.226669";"6266851.37";"513938.13";"31";"8161";"18.09.2019"
"2/4-Z-6 AY1";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.37";"N";"3";"13";"36.01";"E";"56.544547";"3.226669";"6266851.37";"513938.13";"31";"8386";"18.09.2019"
"2/4-Z-6 AY2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.37";"N";"3";"13";"36.01";"E";"56.544547";"3.226669";"6266851.37";"513938.13";"31";"8387";"18.09.2019"
"2/4-Z-7";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"27.09.2017";"19.10.2017";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.98";"N";"3";"13";"35.78";"E";"56.544439";"3.226606";"6266839.30";"513934.24";"31";"8162";"18.09.2019"
"2/4-Z-7 Y2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"NOT APPLICABLE";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.98";"N";"3";"13";"35.78";"E";"56.544439";"3.226606";"6266839.30";"513934.24";"31";"8294";"18.09.2019"
"2/4-Z-8";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"20.03.2017";"19.04.2017";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.05";"N";"3";"13";"35.85";"E";"56.544458";"3.226625";"6266841.47";"513935.43";"31";"7995";"18.09.2019"
"2/4-Z-9";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"08.11.2012";"24.12.2012";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.12";"N";"3";"13";"35.96";"E";"56.544478";"3.226656";"6266843.64";"513937.30";"31";"7022";"18.09.2019"
"2/4-Z-10";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"26.04.2013";"07.06.2013";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.19";"N";"3";"13";"35.99";"E";"56.544497";"3.226664";"6266845.81";"513937.81";"31";"7023";"18.09.2019"
"2/4-Z-11";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"08.01.2013";"12.02.2013";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.7";"N";"3";"13";"35.81";"E";"56.544361";"3.226614";"6266830.65";"513934.78";"31";"7024";"18.09.2019"
"2/4-Z-12";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"27.07.2018";"01.09.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.33";"N";"3";"13";"36.14";"E";"56.544536";"3.226706";"6266850.14";"513940.36";"31";"8422";"18.09.2019"
"2/4-Z-12 A";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"03.09.2018";"09.09.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.33";"N";"3";"13";"36.14";"E";"56.544536";"3.226706";"6266850.14";"513940.36";"31";"8567";"18.09.2019"
"2/4-Z-13";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"INJECTION";"CUTTINGS";"14.07.2014";"19.09.2014";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.94";"N";"3";"13";"35.9";"E";"56.544428";"3.226639";"6266838.07";"513936.30";"31";"7421";"18.09.2019"
"2/4-Z-14";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"30.09.2016";"10.11.2016";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.01";"N";"3";"13";"35.98";"E";"56.544447";"3.226661";"6266840.24";"513937.65";"31";"7996";"18.09.2019"
"2/4-Z-15";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"06.02.2015";"13.03.2015";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.08";"N";"3";"13";"36.05";"E";"56.544467";"3.226681";"6266842.41";"513938.84";"31";"7025";"18.09.2019"
"2/4-Z-16";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"18.09.2018";"18.10.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.15";"N";"3";"13";"36.12";"E";"56.544486";"3.226700";"6266844.58";"513940.03";"31";"7026";"18.09.2019"
"2/4-Z-16 AY4";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"25.11.2018";"29.11.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.15";"N";"3";"13";"36.12";"E";"56.544486";"3.226700";"6266844.58";"513940.03";"31";"8564";"18.09.2019"
"2/4-Z-16 AY3";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"23.11.2018";"24.11.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.15";"N";"3";"13";"36.12";"E";"56.544486";"3.226700";"6266844.58";"513940.03";"31";"8595";"18.09.2019"
"2/4-Z-16 AY2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"21.11.2018";"22.11.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.15";"N";"3";"13";"36.12";"E";"56.544486";"3.226700";"6266844.58";"513940.03";"31";"8596";"18.09.2019"
"2/4-Z-16 AY1";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"04.11.2018";"20.11.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.15";"N";"3";"13";"36.12";"E";"56.544486";"3.226700";"6266844.58";"513940.03";"31";"8597";"18.09.2019"
"2/4-Z-17";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"21.02.2013";"31.03.2013";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.22";"N";"3";"13";"36.12";"E";"56.544506";"3.226700";"6266846.74";"513940.02";"31";"7027";"18.09.2019"
"2/4-Z-18";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"12.11.2017";"10.12.2017";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.29";"N";"3";"13";"36.27";"E";"56.544525";"3.226742";"6266848.91";"513942.58";"31";"8163";"18.09.2019"
"2/4-Z-19";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"24.11.2015";"20.01.2016";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.82";"N";"3";"13";"36.26";"E";"56.544394";"3.226739";"6266834.38";"513942.46";"31";"7792";"18.09.2019"
"2/4-Z-20";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"29.06.2015";"17.08.2015";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.9";"N";"3";"13";"36.33";"E";"56.544417";"3.226758";"6266836.86";"513943.64";"31";"7422";"18.09.2019"
"2/4-Z-21";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"13.06.2016";"22.07.2016";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.97";"N";"3";"13";"36.4";"E";"56.544436";"3.226778";"6266839.03";"513944.83";"31";"7846";"18.09.2019"
"2/4-Z-22";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"WATER";"20.10.2014";"17.12.2014";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.04";"N";"3";"13";"36.48";"E";"56.544456";"3.226800";"6266841.20";"513946.19";"31";"7420";"18.09.2019"
"2/4-Z-22 A";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"18.12.2014";"09.01.2015";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.04";"N";"3";"13";"36.48";"E";"56.544456";"3.226800";"6266841.20";"513946.19";"31";"7624";"18.09.2019"
"2/4-Z-23";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"22.12.2017";"12.01.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.7";"N";"3";"13";"35.89";"E";"56.544361";"3.226636";"6266830.65";"513936.15";"31";"8164";"18.09.2019"
"2/4-Z-23 Y2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"13.01.2018";"15.01.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.7";"N";"3";"13";"35.89";"E";"56.544361";"3.226636";"6266830.65";"513936.15";"31";"8343";"18.09.2019"
"2/4-Z-24";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"22.01.2019";"28.02.2019";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.18";"N";"3";"13";"36.62";"E";"56.544494";"3.226839";"6266845.53";"513948.57";"31";"8423";"18.09.2019"
"2/4-Z-25";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"28.03.2015";"10.06.2015";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.79";"N";"3";"13";"36.38";"E";"56.544386";"3.226772";"6266833.46";"513944.51";"31";"7425";"18.09.2019"
"2/4-Z-26";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"28.12.2016";"28.01.2017";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.93";"N";"3";"13";"36.53";"E";"56.544425";"3.226814";"6266837.80";"513947.06";"31";"7997";"18.09.2019"
"2/4-Z-27";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"13.02.2016";"13.04.2016";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.93";"N";"3";"13";"36.53";"E";"56.544425";"3.226814";"6266837.80";"513947.06";"31";"7790";"18.09.2019"
"2/4-Z-28";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"09.12.2018";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40";"N";"3";"13";"36.6";"E";"56.544444";"3.226833";"6266839.97";"513948.25";"31";"8424";"18.09.2019"
"2/4-Z-28 Y2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40";"N";"3";"13";"36.6";"E";"56.544444";"3.226833";"6266839.97";"513948.25";"31";"8600";"18.09.2019"
"2/4-Z-28 Y3";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40";"N";"3";"13";"36.6";"E";"56.544444";"3.226833";"6266839.97";"513948.25";"31";"8601";"18.09.2019"
"2/4-Z-28 Y4";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40";"N";"3";"13";"36.6";"E";"56.544444";"3.226833";"6266839.97";"513948.25";"31";"8602";"18.09.2019"
"2/4-Z-29";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"OBSERVATION";"";"10.03.2019";"31.03.2019";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.07";"N";"3";"13";"36.68";"E";"56.544464";"3.226856";"6266842.14";"513949.61";"31";"8425";"18.09.2019"
"2/4-Z-29 AY1";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"02.04.2019";"14.04.2019";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.07";"N";"3";"13";"36.68";"E";"56.544464";"3.226856";"6266842.14";"513949.61";"31";"8692";"18.09.2019"
"2/4-Z-29 AY2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.07";"N";"3";"13";"36.68";"E";"56.544464";"3.226856";"6266842.14";"513949.61";"31";"8693";"18.09.2019"
"2/4-Z-29 AY3";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"15.04.2019";"28.04.2019";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.07";"N";"3";"13";"36.68";"E";"56.544464";"3.226856";"6266842.14";"513949.61";"31";"8694";"18.09.2019"
"2/4-Z-29 AY4";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.07";"N";"3";"13";"36.68";"E";"56.544464";"3.226856";"6266842.14";"513949.61";"31";"8695";"18.09.2019"
"2/4-Z-30";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"10.04.2018";"05.05.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.14";"N";"3";"13";"36.75";"E";"56.544483";"3.226875";"6266844.30";"513950.79";"31";"8165";"18.09.2019"
"2/4-Z-31 Y1";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"06.06.2018";"29.06.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.75";"N";"3";"13";"36.51";"E";"56.544375";"3.226808";"6266832.23";"513946.73";"31";"8426";"18.09.2019"
"2/4-Z-31 Y2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"30.06.2018";"03.07.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.75";"N";"3";"13";"36.51";"E";"56.544375";"3.226808";"6266832.23";"513946.73";"31";"8443";"18.09.2019"
"2/4-Z-31 Y3";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"04.07.2018";"06.07.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.75";"N";"3";"13";"36.51";"E";"56.544375";"3.226808";"6266832.23";"513946.73";"31";"8444";"18.09.2019"
"2/4-Z-31 Y4";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"07.07.2018";"14.07.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.75";"N";"3";"13";"36.51";"E";"56.544375";"3.226808";"6266832.23";"513946.73";"31";"8445";"18.09.2019"
"2/4-Z-32";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"07.05.2016";"04.06.2016";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.82";"N";"3";"13";"36.58";"E";"56.544394";"3.226828";"6266834.40";"513947.92";"31";"7791";"18.09.2019"
"2/4-Z-33";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"20.08.2019";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.89";"N";"3";"13";"36.66";"E";"56.544414";"3.226850";"6266836.57";"513949.28";"31";"8427";"18.09.2019"
"2/4-Z-34";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"11.09.2015";"25.10.2015";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"39.96";"N";"3";"13";"36.73";"E";"56.544433";"3.226869";"6266838.74";"513950.47";"31";"7424";"18.09.2019"
"2/4-Z-35";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL/GAS";"05.03.2018";"02.04.2018";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.03";"N";"3";"13";"36.8";"E";"56.544453";"3.226889";"6266840.91";"513951.66";"31";"8166";"18.09.2019"
"2/4-Z-36";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"08.05.2019";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.1";"N";"3";"13";"36.88";"E";"56.544472";"3.226911";"6266843.07";"513953.02";"31";"8428";"18.09.2019"
"2/4-Z-36 AY1";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.1";"N";"3";"13";"36.88";"E";"56.544472";"3.226911";"6266843.07";"513953.02";"31";"8707";"18.09.2019"
"2/4-Z-36 AY2";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.1";"N";"3";"13";"36.88";"E";"56.544472";"3.226911";"6266843.07";"513953.02";"31";"8708";"18.09.2019"
"2/4-Z-36 AY3";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"";"";"";"EKOFISK";"NORTH SEA";"ED50";"56";"32";"40.1";"N";"3";"13";"36.88";"E";"56.544472";"3.226911";"6266843.07";"513953.02";"31";"8709";"18.09.2019"
