"wlbWellboreName";"wlbDrillingOperator";"wlbProductionLicence";"wlbWellType";"wlbPurposePlanned";"wlbContent";"wlbEntryDate";"wlbCompletionDate";"wlbField";"wlbMainArea";"wlbGeodeticDatum";"wlbNsDeg";"wlbNsMin";"wlbNsSec";"wlbNsCode";"wlbEwDeg";"wlbEwMin";"wlbEwSec";"wlbEwCode";"wlbNsDecDeg";"wlbEwDesDeg";"wlbNsUtm";"wlbEwUtm";"wlbUtmZone";"wlbNpdidWellbore";"datesyncNPD"
"2/5-1";"Amoco Norway Oil Company";"006";"EXPLORATION";"WILDCAT";"OIL";"01.08.1970";"22.11.1970";"TOR";"NORTH SEA";"ED50";"56";"38";"19.95";"N";"3";"20";"7.94";"E";"56.638875";"3.335539";"6277378.57";"520581.27";"31";"178";"18.09.2019"
"2/5-2";"Amoco Norway Oil Company";"006";"EXPLORATION";"APPRAISAL";"OIL";"15.01.1971";"20.04.1971";"TOR";"NORTH SEA";"ED50";"56";"38";"41.6";"N";"3";"22";"20.6";"E";"56.644889";"3.372389";"6278059.65";"522837.92";"31";"188";"18.09.2019"
"2/5-3";"Amoco Norway Oil Company";"006";"EXPLORATION";"WILDCAT";"OIL";"02.04.1972";"15.06.1972";"";"NORTH SEA";"ED50";"56";"35";"50.8";"N";"3";"26";"58.8";"E";"56.597444";"3.449667";"6272806.93";"527611.80";"31";"258";"18.09.2019"
"2/5-4";"Amoco Norway Oil Company";"006";"EXPLORATION";"WILDCAT";"OIL";"03.09.1972";"31.10.1972";"";"NORTH SEA";"ED50";"56";"33";"54.4";"N";"3";"36";"56.4";"E";"56.565111";"3.615667";"6269287.02";"537837.19";"31";"259";"18.09.2019"
"2/5-5";"Amoco Norway Oil Company";"006";"EXPLORATION";"APPRAISAL";"OIL";"09.12.1972";"09.02.1973";"";"NORTH SEA";"ED50";"56";"34";"54.4";"N";"3";"25";"49.1";"E";"56.581778";"3.430306";"6271055.43";"526433.88";"31";"260";"18.09.2019"
"2/5-6";"Amoco Norway Oil Company";"006";"EXPLORATION";"WILDCAT";"OIL/GAS SHOWS";"14.05.1978";"16.08.1978";"";"NORTH SEA";"ED50";"56";"34";"13.24";"N";"3";"37";"16.57";"E";"56.570344";"3.621269";"6269872.65";"538176.24";"31";"261";"18.09.2019"
"2/5-7";"A/S Norske Shell";"067";"EXPLORATION";"WILDCAT";"OIL";"11.08.1983";"24.02.1984";"";"NORTH SEA";"ED50";"56";"43";"16.69";"N";"3";"22";"1.07";"E";"56.721303";"3.366964";"6286563.74";"522459.70";"31";"25";"18.09.2019"
"2/5-8";"Amoco Norway Oil Company";"006";"EXPLORATION";"APPRAISAL";"OIL SHOWS";"18.09.1988";"05.11.1988";"";"NORTH SEA";"ED50";"56";"35";"16.5";"N";"3";"26";"22.2";"E";"56.587917";"3.439500";"6271742.34";"526994.31";"31";"1308";"18.09.2019"
"2/5-9";"Amoco Norway Oil Company";"006";"EXPLORATION";"WILDCAT";"OIL SHOWS";"10.09.1991";"18.01.1992";"";"NORTH SEA";"ED50";"56";"32";"7.18";"N";"3";"33";"13.43";"E";"56.535328";"3.553731";"6265939.43";"534057.55";"31";"1834";"18.09.2019"
"2/5-10";"Norsk Agip AS";"067";"EXPLORATION";"WILDCAT";"OIL SHOWS";"23.05.1993";"26.08.1993";"";"NORTH SEA";"ED50";"56";"41";"21.66";"N";"3";"29";"27.32";"E";"56.689350";"3.490922";"6283054.46";"530071.86";"31";"2044";"18.09.2019"
"2/5-10 A";"Norsk Agip AS";"067";"EXPLORATION";"WILDCAT";"OIL SHOWS";"27.08.1993";"25.09.1993";"";"NORTH SEA";"ED50";"56";"41";"21.66";"N";"3";"29";"27.32";"E";"56.689350";"3.490922";"6283054.46";"530071.86";"31";"2194";"18.09.2019"
"2/5-11";"Norsk Agip AS";"067";"EXPLORATION";"WILDCAT";"OIL";"06.09.1997";"14.11.1997";"";"NORTH SEA";"ED50";"56";"42";"16.23";"N";"3";"23";"1.65";"E";"56.704508";"3.383792";"6284699.93";"523500.09";"31";"3084";"18.09.2019"
"2/5-12";"Amerada Hess Norge AS";"006 C";"EXPLORATION";"WILDCAT";"OIL SHOWS";"24.11.2001";"22.02.2002";"";"NORTH SEA";"ED50";"56";"43";"18.5";"N";"3";"34";"50.81";"E";"56.721806";"3.580781";"6286710.19";"535545.53";"31";"4433";"18.09.2019"
"2/5-13";"StatoilHydro Petroleum AS";"296";"EXPLORATION";"WILDCAT";"DRY";"25.09.2008";"21.01.2009";"";"NORTH SEA";"ED50";"56";"42";"3.6";"N";"3";"23";"27";"E";"56.701000";"3.390833";"6284311.84";"523933.48";"31";"5948";"18.09.2019"
"2/5-14 A";"Lundin Norway AS";"006 C";"EXPLORATION";"APPRAISAL";"";"";"";"";"NORTH SEA";"ED50";"56";"36";"25.78";"N";"3";"26";"2.53";"E";"56.607161";"3.434036";"6273882.33";"526645.18";"31";"5959";"18.09.2019"
"2/5-14 S";"Lundin Norway AS";"006 C";"EXPLORATION";"WILDCAT";"SHOWS";"30.12.2008";"12.04.2009";"";"NORTH SEA";"ED50";"56";"36";"25.78";"N";"3";"26";"2.53";"E";"56.607161";"3.434036";"6273882.33";"526645.18";"31";"5958";"18.09.2019"
"2/5-U-1";"Lundin Norway AS";"006 C";"OTHER";"";"";"22.01.2008";"22.01.2008";"";"NORTH SEA";"ED50";"56";"36";"24.57";"N";"3";"26";"1.98";"E";"56.606825";"3.433883";"6273844.85";"526636.03";"31";"5735";"18.09.2019"
"2/5-U-2";"Lundin Norway AS";"006 C";"OTHER";"";"";"23.01.2008";"23.01.2008";"";"NORTH SEA";"ED50";"56";"36";"24.32";"N";"3";"25";"58.34";"E";"56.606756";"3.432872";"6273836.73";"526574.01";"31";"5736";"18.09.2019"
"2/5-U-3";"Lundin Norway AS";"006 C";"OTHER";"";"";"23.01.2008";"23.01.2008";"";"NORTH SEA";"ED50";"56";"36";"26.16";"N";"3";"25";"59.77";"E";"56.607267";"3.433269";"6273893.78";"526598.04";"31";"5737";"18.09.2019"
"2/6-1";"Elf Petroleum Norge AS";"008";"EXPLORATION";"WILDCAT";"DRY";"21.04.1969";"30.05.1969";"";"NORTH SEA";"ED50";"56";"35";"52";"N";"3";"54";"55";"E";"56.597778";"3.915278";"6273128.34";"556201.47";"31";"160";"18.09.2019"
"2/6-2";"Elf Petroleum Norge AS";"008";"EXPLORATION";"WILDCAT";"OIL SHOWS";"03.01.1980";"25.05.1980";"";"NORTH SEA";"ED50";"56";"30";"48.9";"N";"3";"42";"39.66";"E";"56.513583";"3.711017";"6263608.18";"543756.41";"31";"224";"18.09.2019"
"2/6-3";"Elf Petroleum Norge AS";"008";"EXPLORATION";"WILDCAT";"DRY";"09.11.1982";"25.02.1983";"";"NORTH SEA";"ED50";"56";"31";"49.32";"N";"3";"49";"25.38";"E";"56.530367";"3.823717";"6265553.75";"550669.46";"31";"64";"18.09.2019"
"2/6-4 S";"Elf Petroleum Norge AS";"008";"EXPLORATION";"WILDCAT";"DRY";"08.04.1990";"02.06.1990";"";"NORTH SEA";"ED50";"56";"38";"59.29";"N";"3";"47";"23.27";"E";"56.649803";"3.789797";"6278823.48";"548430.04";"31";"1527";"18.09.2019"
"2/6-5";"Saga Petroleum ASA";"008";"EXPLORATION";"WILDCAT";"OIL";"17.11.1996";"11.01.1997";"";"NORTH SEA";"ED50";"56";"35";"36.69";"N";"3";"45";"42.73";"E";"56.593525";"3.761869";"6272539.87";"546787.12";"31";"2885";"18.09.2019"
"2/6-6 S";"MOL Norge AS";"860";"EXPLORATION";"WILDCAT";"DRY";"13.11.2018";"18.01.2019";"";"NORTH SEA";"ED50";"56";"30";"40.73";"N";"3";"54";"49.22";"E";"56.511314";"3.913672";"6263503.05";"556230.95";"31";"8560";"18.09.2019"
"2/6-U-1";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"";"";"";"NORTH SEA";"ED50";"0";"0";"0";"N";"0";"0";"0";"E";"0.000000";"0.000000";"0.00";"166008.30";"31";"8412";"18.09.2019"
"2/6-U-2";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"";"";"";"NORTH SEA";"ED50";"0";"0";"0";"N";"0";"0";"0";"E";"0.000000";"0.000000";"0.00";"166008.30";"31";"8413";"18.09.2019"
"2/6-U-3";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"18.04.2018";"19.04.2018";"";"NORTH SEA";"ED50";"56";"30";"40.56";"N";"3";"54";"47.1";"E";"56.511267";"3.913083";"6263497.32";"556194.78";"31";"8414";"18.09.2019"
"2/6-U-4";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"21.04.2018";"22.04.2018";"";"NORTH SEA";"ED50";"56";"30";"40.73";"N";"3";"54";"49.22";"E";"56.511314";"3.913672";"6263503.05";"556230.95";"31";"8415";"18.09.2019"
"2/6-U-5";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"18.04.2018";"20.04.2018";"";"NORTH SEA";"ED50";"56";"30";"41.84";"N";"3";"54";"49.95";"E";"56.511622";"3.913875";"6263537.54";"556242.97";"31";"8416";"18.09.2019"
"2/6-U-6";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"23.04.2018";"23.04.2018";"";"NORTH SEA";"ED50";"56";"30";"42.55";"N";"3";"54";"46.53";"E";"56.511819";"3.912925";"6263558.71";"556184.22";"31";"8417";"18.09.2019"
"2/6-U-7";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"27.04.2018";"28.04.2018";"";"NORTH SEA";"ED50";"56";"30";"49.38";"N";"3";"53";"48.54";"E";"56.513717";"3.896817";"6263756.83";"555190.14";"31";"8432";"18.09.2019"
"2/6-U-8";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"28.04.2018";"30.04.2018";"";"NORTH SEA";"ED50";"56";"30";"48.67";"N";"3";"53";"51.96";"E";"56.513519";"3.897767";"6263735.64";"555248.89";"31";"8433";"18.09.2019"
"2/6-U-9";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"03.05.2018";"04.05.2018";"";"NORTH SEA";"ED50";"56";"30";"49.38";"N";"3";"53";"48.54";"E";"56.513717";"3.896817";"6263756.83";"555190.14";"31";"8434";"18.09.2019"
"2/6-U-10";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"04.05.2018";"05.05.2018";"";"NORTH SEA";"ED50";"56";"30";"17.56";"N";"3";"54";"38.3";"E";"56.504878";"3.910639";"6262784.20";"556053.77";"31";"8435";"18.09.2019"
"2/6-U-11";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"05.05.2018";"06.05.2018";"";"NORTH SEA";"ED50";"56";"30";"18.85";"N";"3";"54";"41.45";"E";"56.505236";"3.911514";"6262824.80";"556107.10";"31";"8436";"18.09.2019"
"2/6-U-12";"MOL Norge AS";"860";"OTHER";"SOIL DRILLING";"";"";"";"";"NORTH SEA";"ED50";"56";"30";"19.56";"N";"3";"54";"37.73";"E";"56.505433";"3.910481";"6262845.91";"556043.21";"31";"8437";"18.09.2019"
"2/7-1";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"03.08.1970";"11.12.1970";"ELDFISK";"NORTH SEA";"ED50";"56";"25";"44.68";"N";"3";"12";"14.21";"E";"56.429078";"3.203947";"6253994.05";"512579.07";"31";"179";"18.09.2019"
"2/7-2";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"13.12.1970";"02.03.1971";"";"NORTH SEA";"ED50";"56";"16";"0.85";"N";"3";"9";"9.04";"E";"56.266903";"3.152511";"6235934.46";"509446.59";"31";"187";"18.09.2019"
"2/7-3";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL/GAS";"14.04.1972";"11.10.1972";"";"NORTH SEA";"ED50";"56";"23";"1.7";"N";"3";"14";"44.6";"E";"56.383806";"3.245722";"6248963.28";"515173.66";"31";"262";"18.09.2019"
"2/7-4";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"23.06.1972";"03.09.1972";"EDDA";"NORTH SEA";"ED50";"56";"27";"52.03";"N";"3";"6";"12";"E";"56.464453";"3.103333";"6257917.77";"506367.48";"31";"263";"18.09.2019"
"2/7-5";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"SHOWS";"03.09.1972";"01.01.1973";"EDDA";"NORTH SEA";"ED50";"56";"28";"43";"N";"3";"9";"28";"E";"56.478611";"3.157778";"6259500.11";"509718.77";"31";"264";"18.09.2019"
"2/7-6";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"31.03.1973";"08.06.1973";"ELDFISK";"NORTH SEA";"ED50";"56";"25";"5";"N";"3";"14";"40.6";"E";"56.418056";"3.244611";"6252775.36";"515091.49";"31";"265";"18.09.2019"
"2/7-7";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"02.01.1973";"29.03.1973";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"2";"N";"3";"15";"20";"E";"56.367222";"3.255556";"6247119.63";"515787.74";"31";"266";"18.09.2019"
"2/7-8";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"08.06.1973";"12.08.1973";"ELDFISK";"NORTH SEA";"ED50";"56";"23";"8.6";"N";"3";"19";"6.6";"E";"56.385722";"3.318500";"6249195.05";"519666.78";"31";"267";"18.09.2019"
"2/7-9";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"25.12.1973";"10.04.1974";"EMBLA";"NORTH SEA";"ED50";"56";"19";"50.6";"N";"3";"14";"29.3";"E";"56.330722";"3.241472";"6243053.76";"514931.95";"31";"268";"18.09.2019"
"2/7-10";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"06.10.1973";"05.12.1973";"EDDA";"NORTH SEA";"ED50";"56";"28";"31.7";"N";"3";"4";"59.7";"E";"56.475472";"3.083250";"6259142.67";"505128.45";"31";"269";"18.09.2019"
"2/7-11";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"SHOWS";"24.02.1975";"30.03.1975";"";"NORTH SEA";"ED50";"56";"19";"49.38";"N";"3";"18";"29.13";"E";"56.330383";"3.308092";"6243032.48";"519051.66";"31";"270";"18.09.2019"
"2/7-12";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"SHOWS";"17.12.1978";"30.01.1979";"";"NORTH SEA";"ED50";"56";"29";"43.76";"N";"3";"0";"36.37";"E";"56.495489";"3.010103";"6261367.67";"500622.03";"31";"271";"18.09.2019"
"2/7-13";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"SHOWS";"01.02.1979";"21.04.1979";"";"NORTH SEA";"ED50";"56";"29";"34.74";"N";"3";"1";"58.38";"E";"56.492983";"3.032883";"6261089.22";"502024.78";"31";"272";"18.09.2019"
"2/7-14";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"09.08.1979";"20.01.1980";"EKOFISK";"NORTH SEA";"ED50";"56";"29";"20.3";"N";"3";"14";"2.65";"E";"56.488972";"3.234069";"6260666.80";"514414.24";"31";"116";"18.09.2019"
"2/7-14 R";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"07.06.1989";"19.06.1989";"EKOFISK";"NORTH SEA";"ED50";"56";"29";"20.3";"N";"3";"14";"2.65";"E";"56.488972";"3.234069";"6260666.80";"514414.24";"31";"1477";"18.09.2019"
"2/7-15";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"29.01.1980";"02.06.1980";"ELDFISK";"NORTH SEA";"ED50";"56";"23";"46.82";"N";"3";"18";"54.63";"E";"56.396339";"3.315175";"6250375.82";"519456.06";"31";"225";"18.09.2019"
"2/7-16";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"SHOWS";"20.03.1980";"12.07.1980";"";"NORTH SEA";"ED50";"56";"25";"21.68";"N";"3";"5";"41.87";"E";"56.422689";"3.094964";"6253268.30";"505858.17";"31";"232";"18.09.2019"
"2/7-17";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"NOT APPLICABLE";"24.06.1980";"12.07.1980";"";"NORTH SEA";"ED50";"56";"20";"13";"N";"3";"6";"4";"E";"56.336944";"3.101111";"6243724.74";"506251.41";"31";"200";"18.09.2019"
"2/7-18";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"NOT APPLICABLE";"20.08.1980";"31.08.1980";"";"NORTH SEA";"ED50";"56";"20";"18.36";"N";"3";"6";"13.61";"E";"56.338433";"3.103781";"6243890.71";"506416.20";"31";"206";"18.09.2019"
"2/7-19";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"02.09.1980";"02.02.1981";"";"NORTH SEA";"ED50";"56";"20";"19.1";"N";"3";"6";"12.2";"E";"56.338639";"3.103389";"6243913.56";"506391.96";"31";"1367";"18.09.2019"
"2/7-19 R";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"15.01.1990";"14.03.1990";"";"NORTH SEA";"ED50";"56";"20";"19.1";"N";"3";"6";"12.2";"E";"56.338639";"3.103389";"6243913.56";"506391.96";"31";"1512";"18.09.2019"
"2/7-20";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"15.10.1987";"25.06.1988";"EMBLA";"NORTH SEA";"ED50";"56";"20";"0.1";"N";"3";"14";"54.7";"E";"56.333361";"3.248528";"6243349.04";"515367.19";"31";"1062";"18.09.2019"
"2/7-20 R";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"14.10.1991";"01.11.1991";"EMBLA";"NORTH SEA";"ED50";"56";"20";"0.1";"N";"3";"14";"54.7";"E";"56.333361";"3.248528";"6243349.04";"515367.19";"31";"1875";"18.09.2019"
"2/7-21 S";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"21.06.1989";"09.01.1990";"EMBLA";"NORTH SEA";"ED50";"56";"19";"59.65";"N";"3";"14";"53.89";"E";"56.333236";"3.248303";"6243335.07";"515353.32";"31";"1394";"18.09.2019"
"2/7-21 SR";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"13.09.1991";"14.10.1991";"EMBLA";"NORTH SEA";"ED50";"56";"19";"59.65";"N";"3";"14";"53.89";"E";"56.333236";"3.248303";"6243335.07";"515353.32";"31";"1861";"18.09.2019"
"2/7-22";"BP Petroleum Dev. of Norway AS";"145";"EXPLORATION";"WILDCAT";"GAS/CONDENSATE";"17.05.1990";"15.10.1990";"";"NORTH SEA";"ED50";"56";"17";"46.25";"N";"3";"9";"32.01";"E";"56.296181";"3.158892";"6239194.17";"509834.28";"31";"1495";"18.09.2019"
"2/7-23 S";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"15.05.1990";"21.11.1990";"EMBLA";"NORTH SEA";"ED50";"56";"19";"59.81";"N";"3";"14";"53.63";"E";"56.333281";"3.248231";"6243340.00";"515348.84";"31";"1547";"18.09.2019"
"2/7-24";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"DRY";"07.11.1990";"13.04.1991";"";"NORTH SEA";"ED50";"56";"18";"33";"N";"3";"19";"23.56";"E";"56.309167";"3.323211";"6240675.20";"519997.70";"31";"1613";"18.09.2019"
"2/7-25 S";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"DRY";"29.11.1990";"31.03.1991";"EMBLA";"NORTH SEA";"ED50";"56";"19";"59.69";"N";"3";"14";"53.9";"E";"56.333247";"3.248306";"6243336.31";"515353.49";"31";"1679";"18.09.2019"
"2/7-26 S";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"20.03.1991";"13.09.1991";"EMBLA";"NORTH SEA";"ED50";"56";"19";"59.59";"N";"3";"14";"53.55";"E";"56.333219";"3.248208";"6243333.20";"515347.49";"31";"1756";"18.09.2019"
"2/7-27 S";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"OIL";"09.11.1991";"17.06.1992";"EMBLA";"NORTH SEA";"ED50";"56";"19";"59.81";"N";"3";"14";"53.77";"E";"56.333281";"3.248269";"6243340.01";"515351.24";"31";"1878";"18.09.2019"
"2/7-28";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"APPRAISAL";"SHOWS";"08.03.1992";"07.08.1992";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"52.16";"N";"3";"14";"19.29";"E";"56.381156";"3.238692";"6248666.78";"514740.54";"31";"1906";"18.09.2019"
"2/7-29";"BP Norway Limited U.A.";"145";"EXPLORATION";"WILDCAT";"OIL";"18.09.1993";"06.01.1994";"";"NORTH SEA";"ED50";"56";"18";"43.62";"N";"3";"4";"55.28";"E";"56.312117";"3.082022";"6240959.65";"505074.49";"31";"2124";"18.09.2019"
"2/7-30";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL SHOWS";"27.02.1995";"10.04.1995";"";"NORTH SEA";"ED50";"56";"26";"22.49";"N";"3";"16";"25.5";"E";"56.439581";"3.273750";"6255178.06";"516879.70";"31";"2394";"18.09.2019"
"2/7-31";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"13.01.1999";"09.06.1999";"";"NORTH SEA";"ED50";"56";"20";"12.4";"N";"3";"5";"15.4";"E";"56.336778";"3.087611";"6243705.05";"505416.77";"31";"3573";"18.09.2019"
"2/7-A-1";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"11.05.1990";"30.07.1990";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.34";"N";"3";"15";"58.07";"E";"56.376761";"3.266131";"6248183.86";"516436.93";"31";"1462";"18.09.2019"
"2/7-A-2";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"05.11.1978";"26.12.1978";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.3";"N";"3";"15";"57.89";"E";"56.376750";"3.266081";"6248182.61";"516433.85";"31";"781";"18.09.2019"
"2/7-A-2 A";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"05.04.1989";"19.05.1989";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.3";"N";"3";"15";"57.89";"E";"56.376750";"3.266081";"6248182.61";"516433.85";"31";"1359";"18.09.2019"
"2/7-A-2 B";"ConocoPhillips Norge";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"04.03.2003";"09.04.2003";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.3";"N";"3";"15";"57.89";"E";"56.376750";"3.266081";"6248182.61";"516433.85";"31";"4611";"18.09.2019"
"2/7-A-3";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"01.09.1979";"07.12.1979";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.27";"N";"3";"15";"57.74";"E";"56.376742";"3.266039";"6248181.68";"516431.28";"31";"782";"18.09.2019"
"2/7-A-3 A";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"26.06.1982";"31.07.1982";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.27";"N";"3";"15";"57.74";"E";"56.376742";"3.266039";"6248181.68";"516431.28";"31";"1646";"18.09.2019"
"2/7-A-3 B";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"15.06.2003";"12.07.2003";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.27";"N";"3";"15";"57.74";"E";"56.376742";"3.266039";"6248181.68";"516431.28";"31";"4720";"18.09.2019"
"2/7-A-4";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"07.05.1988";"10.06.1988";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.41";"N";"3";"15";"58.03";"E";"56.376781";"3.266119";"6248186.02";"516436.24";"31";"1262";"18.09.2019"
"2/7-A-4 A";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"WATER";"12.07.1995";"06.09.1995";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.41";"N";"3";"15";"58.03";"E";"56.376781";"3.266119";"6248186.02";"516436.24";"31";"2584";"18.09.2019"
"2/7-A-5";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"DRY";"20.10.1979";"06.02.1980";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.41";"N";"3";"15";"57.86";"E";"56.376781";"3.266072";"6248186.01";"516433.32";"31";"783";"18.09.2019"
"2/7-A-5 A";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"WATER";"01.05.1995";"11.06.1995";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.41";"N";"3";"15";"57.86";"E";"56.376781";"3.266072";"6248186.01";"516433.32";"31";"2554";"18.09.2019"
"2/7-A-5 B";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"INJECTION";"WATER";"21.01.2008";"24.03.2008";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.41";"N";"3";"15";"57.86";"E";"56.376781";"3.266072";"6248186.01";"516433.32";"31";"5419";"18.09.2019"
"2/7-A-6";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"02.05.1978";"04.01.1979";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.34";"N";"3";"15";"57.69";"E";"56.376761";"3.266025";"6248183.84";"516430.41";"31";"784";"18.09.2019"
"2/7-A-6 A";"ConocoPhillips Skandinavia AS";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"17.03.2004";"21.05.2004";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.34";"N";"3";"15";"57.69";"E";"56.376761";"3.266025";"6248183.84";"516430.41";"31";"4721";"18.09.2019"
"2/7-A-7";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"NOT APPLICABLE";"14.04.1978";"26.09.1981";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.48";"N";"3";"15";"58.03";"E";"56.376800";"3.266119";"6248188.19";"516436.23";"31";"785";"18.09.2019"
"2/7-A-7 A";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"NOT APPLICABLE";"10.07.1989";"17.09.1989";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.48";"N";"3";"15";"58.03";"E";"56.376800";"3.266119";"6248188.19";"516436.23";"31";"1429";"18.09.2019"
"2/7-A-7 B";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"WATER";"26.12.1994";"28.01.1995";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.48";"N";"3";"15";"58.03";"E";"56.376800";"3.266119";"6248188.19";"516436.23";"31";"2473";"18.09.2019"
"2/7-A-8";"Phillips Petroleum Company Norway";"018";"DEVELOPMENT";"PRODUCTION";"OIL";"30.10.1987";"30.01.1988";"ELDFISK";"NORTH SEA";"ED50";"56";"22";"36.44";"N";"3";"15";"57.85";"E";"56.376789";"3.266069";"6248186.94";"516433.15";"31";"1183";"18.09.2019"
