"Search Results"

"Summary"
"Saved on";"11.06.2018 08.18.55"
"Searched for";"fluor"
"In folder(s)";"C:\Apps\completion reports"
"Number of document(s) found";"325"            
"Number of instance(s) found";"10362"          

"File name";"Title";"Page";"Search Instance"
"34_11-1__WELL__34-11-01_PB-706-0016.PDF";"";"177";"minor vf- No fluor f,mod-wll srt, subang-ang, mod hd-hd, no "
"34_11-1__WELL__34-11-01_PB-706-0016.PDF";"";"177";"a/a No fluor Sst: no direct cut, no crush cut, - no-pr "
"34_11-1__WELL__34-11-01_PB-706-0016.PDF";"";"177";"mod srt, No fluor subang, mod cln, mod hd-hd, tight sil & calc "
"34_11-1__WELL__34-11-01_PB-706-0016.PDF";"";"178";"vf-med, No fluor mod srt, subang, mod cin, mod-hd-hd,tight no "
"34_11-1__WELL__34-11-01_PB-706-0016.PDF";"";"178";"srt, I No fluor subang-ang, mod hd-hd, sil & calc cmt, no "
"34_11-1__WELL__34-11-01_PB-706-0016.PDF";"";"178";"sit, mod No fluor 4213 11 M 11 1""ii~ fvt1""'--. I -"
"34_11-1__WELL__34-11-01_PB-706-0016.PDF";"";"179";"frags odor no fluor& cut -· - fluor 4219- -M-·M-"""
"34_11-1__WELL__34-11-01_PB-706-0016.PDF";"";"179";"-· - fluor 4219- -M-·M-""M- ML l - 4220- "

"File name";"Title";"Page";"Search Instance"
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"35";"moderate dull yellow fluoresence with slightly blooming weak yellow white cut fluoresence. A moderate "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"35";"yellow white cut fluoresence. A moderate to bright yellow white residue was observed. Only "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"35";"yellow white cut fluorescence was observed, but generally no fluorescence was observed. In the "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"35";"but generally no fluorescence was observed. In the Brent Group good gas shows were "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"35";"gas values). No fluorescence was logged but a slow streaming yellow white to blue "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"35";"blue white cut fluorescence was observed in the cuttings and in the cores. Good "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"35";"blooming cruch cut fluorescence, a yellow white residual ring and a weak HC odour. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"147";"has dull ye! fluor, 50 DolLs: mdst, It - mod bm, occ Ls, wh, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"147";"xis no cut fluor 2140 90 Clst: lt-med gry, bcm slty- v f "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"149";"v dull yel fluor and cut Gd tr Ls: dk yel or, hd, sbang "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"149";"hd, sbang frac fluor, slowmky cut fluor, brt wh fluor res fluor 2490 100 "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"149";"fluor, slowmky cut fluor, brt wh fluor res fluor 2490 100 Clst: a. a. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"149";"fluor, brt wh fluor res fluor 2490 100 Clst: a. a. No shows Tr "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"149";"wh fluor res fluor 2490 100 Clst: a. a. No shows Tr Ls: a. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"151";"slw wh crush fluor, spt wh res fluor 2830 Lost 2840 100 C1st. lt "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"151";"spt wh res fluor 2830 Lost 2840 100 C1st. lt gry- olv gry- med "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"156";"blu wh smpl fluor, no cut fluor 3570 100 Clst: It- med gry, ace "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"156";"fluor, no cut fluor 3570 100 Clst: It- med gry, ace dk olv gry, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"156";"du!l ye! fluor from occ slty i.p., occ tr micromic Ls, occ "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"156";"yel wh cut fluor, tr mod wh res 3620 100 Clst: mod - v "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"157";"Dol crush cut fluor. 3700 lOO Clst: it gry, v sft, sbblky- blky, v "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"157";"tr dl yel fluor, slow stnng yel-wh cut fluor 3720 80 Clst: a. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"157";"yel-wh cut fluor 3720 80 Clst: a. a. No Shows 20 Ls: a. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"158";"silty dull ye! fluor from Ls, 30 Ls: pred it gry, ace offwh, It "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"158";"Nirl strmng cut fluor. 3801 90 Clst: a. a. a.a. 10 Ls: a."
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"159";"i.p., no fluor, tr slow stmg tr micropyr yel wh cut fluor from "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"159";"yel wh cut fluor from Tr Ls/Dol Clst and Ls 3852 100 Clst: "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"159";"a. a. no fluor, tr slow stnng 10 Ls: lt gry, sft- crrnbly, microxln, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"159";"wh crsh cut fluor in Ls 3873 No Sample 3876 90 Clst: It- med "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"159";"a. a. no fluor, tr slow strrng Tr Ls: It gry, r hm, sft- "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"159";"wh crsh cut fluor inLs 3894 90 Clst: dk gry, sft- fun, blky, slty, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"160";"slty, No gen fluor, occ tr mod- v calc, grad to Mrl i.p. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"160";"arg Ls cut fluor, mod yel 5 Ls: It gry - It brn gry, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"160";"slily Dol res fluor 3903 90 Clst: a. a. a. a. 10 Mrl: a. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"160";"a. a. No fluor, v wk slow 10 Ls: a. a. strmng yel wh "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"160";"yel wh cut fluor 3915 70 Clst: brn gry, lt gn gry- gn gry, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"160";"tr micromic No fluor, slow- occ Tr Ls: mod stnmg yel wh cut fluor, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"160";"yel wh cut fluor, mod yel wh res fluor 3924 50 Clst: dk gry- "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"160";"yel wh res fluor 3924 50 Clst: dk gry- brnsh blk, sft -frm, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"161";"yel - wh fluor, no cut Tr Sst It gry, v f, w srt, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"161";"cmt, micromic, micropyr fluor in Sst. 3963 100 Clst: dk bm gry- blk, sft- "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"161";"a. yel-wh fluor, fnt slow Tr Sst: it gry- silvry gry, fri, calc "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"161";"Tilcromic, yel-wh fluor, fnt slow micropyr strnmg pa yel vffi cut Tr Sst: "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"161";"micropyr yel-wh fluor, fnt slow strnmg pi yel wh cut fluor, :fnt "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"161";"yel wh cut fluor, :fnt pl gn yel res ID 12 114"" section "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"162";"calc, carb, No fluor, tr v slow- 30 Ls: off wh · grysh brn, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"162";"yel wh cut fluor 5 Sd: clr qtz. crs · med, sbmdd, lse, mod "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"163";"hd, blky, No fluor, tr v slowcryptoxln- x1n, slily arg- v arg i.p. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"163";"yel wh cut fluor 20 Clst: dsky ye! brn- bmsh blk, fun, blky, slty, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"163";"vis par No fluor. Slow, stnng 40 Clst: a. a. yel wh cut fluor "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"163";"yel wh cut fluor 4038 70 Sd!Sst: a. a., pred pr- non vis "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"163";"wl srt, No fluor, gd gas sbrndd- rndd, fri - app lse, gd app "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"163";"occ micromic No fluor, v pr sample, 30 Sst: pred f -med, occ "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"164";"calc, carb, No fluor, v pr sample, micromic, lac v rnicromic contam w/ cmt, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"164";"slily calc, No fluor, ace tr slily lac micromic, grad to coal i.p. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"164";"hd, brit, shny fluor, mod yel res 5 Sst: a.a. micromic i.p. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"164";"micromic i.p. fluor 4065 85 Clst: dk gry- grysh blk, tr dsky yel "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"164";"por No vis fluor, wk slow Tr Clst/Sh: dk gry- brn gry, hd, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"164";"streaming- blooming cut fluor "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"165";"metal No vis fluor, wk slow streaming - blooming cut fluor No shows a. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"165";"- blooming cut fluor No shows a. a. a. a a. a. Spl prob. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"165";"No odour, no fluor, slw blmg bl wh cut fluor, wh spt res fluor "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"165";"bl wh cut fluor, wh spt res fluor a.a. a. a. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"165";"wh spt res fluor a.a. a. a. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"166";"micropyr i.p fluor, slw blmg bl wh Tr: Coal: blk, sbny, brit, blky "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"166";"brit, blky cut fluor, wh spt res 10 Sh: dk --med gry, carb, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"166";"calc, non calc fluor 4140 100 Sst: a.a. a. a. 4142 100 Sst: "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"description No dir fluor, trs slow blmng mlky wh cut fluor, mod wh res "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"mlky wh cut fluor, mod wh res fluor No dir fluor, slow to mod "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"mod wh res fluor No dir fluor, slow to mod blmng mlky wh cut "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"fluor No dir fluor, slow to mod blmng mlky wh cut fluor, brt yel "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"mlky wh cut fluor, brt yel res fluor ring a. a. Trs mod yel "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"brt yel res fluor ring a. a. Trs mod yel fluor, fast blmog bl "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"Trs mod yel fluor, fast blmog bl wh cut fluor mod wh res fluor "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"bl wh cut fluor mod wh res fluor It bmsh gry- bmsh gry, clr "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"mod wh res fluor It bmsh gry- bmsh gry, clr -tms1 qtz gms, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"f, No dir fluor, modang- sbang, wl srt, sil cmt, trs wk calc cmt, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"mod vis por fluor, mod wh res ring fluor "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"179";"wh res ring fluor "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"tr mod yel fluor, inst - fast mlky wh cut fluor, bri wh res "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"mlky wh cut fluor, bri wh res ring fluor No dir flu, mod Sst "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"wh res ring fluor No dir flu, mod Sst strmng mlky wh cut flnor, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"ye! res ring fluor No dir fluor, tr fluor, slow stmmg wh fluor wk "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"fluor No dir fluor, tr fluor, slow stmmg wh fluor wk wh res ring "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"dir fluor, tr fluor, slow stmmg wh fluor wk wh res ring fluor No "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"slow stmmg wh fluor wk wh res ring fluor No dir fluor, slow strmng "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"wh res ring fluor No dir fluor, slow strmng wk mlky wh fluor, wk "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"fluor No dir fluor, slow strmng wk mlky wh fluor, wk wh res ring "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"wk mlky wh fluor, wk wh res ring fluor Note 4 gram charge used, "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"180";"wh res ring fluor Note 4 gram charge used, also no correct size extraction "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"189";"mlky Wh res fluor In on calc, slily slty - - 11 4080 CLST: "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"189";"Ill No dir fluor, v wk 111 lsLTST: med gry, blky, hd, si calc "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"191";"slily sil cmt, fluor, fst- no - mod - gd vis por strmg/fst "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"191";"yel wh cut fluor 4096- .. ··si····· "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"191";"- No dir fluor, wk- 4099- ······s;m"
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"191";"yel wh cut fluor - - 4100- ·······"
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"191";"a, wk dir fluor -1 I I cmt, mic-v mic, tr carb "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"191";"vis por dir fluor, mod - fst strmg bl wh yel wh blooming cut "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"192";"slily arg, no fluor, wk yel wh - s por strmg cut fluor - "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"192";"por strmg cut fluor - ...... "" tr of arg mtJX, hd- vih, sil "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"192";"a.a dir fluor, wk slw strmg yel wh cut - fluor ··"
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"192";"wh cut - fluor ··········"
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"192";"no dir - fluor, v wk slw strmg 4112- yel wh cut fluor - "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"192";"yel wh cut fluor - 4113- - 4114 Bottom of core# 1 0, 4114 "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"193";"brn- ~ cut fluor brn I I arg mtrx, si ea le, fr vis "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"194";"cmt, lt brn fluor, wk si strm bl - arg mtrx, fr vis par "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"194";"wh cut - fluor - 4155_ .... .... ..... ::: ... ::-: .. :',:~ "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"194";"-'-'\. I vis fluor, no cut, wk 81··-m ........ :-:. "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"195";"l r ~~:~fluor, no cut, wk - lfl~~;mg crush cut - 4166- "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"195";"wk si cut fluor - 4169- ·:.;.""I I I _]ssT: trnsl "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"196";"tr mic, occ fluor, no cut fluor, si micropyr, no vis por strmg bl "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"196";"fluor, no cut fluor, si micropyr, no vis por strmg bl wh crush cut "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"198";"crs, pred No Fluor, 4480,31 • Si - M I med - crs, pr- "
"34_11-3__WELL__34-11-03_PB-706-0015.PDF";"";"198";"................................ no cut Fluor mod, occ hd - v hd, si I cmt, si "

"File name";"Title";"Page";"Search Instance"
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"58";"to bright yellow fluorescence, slow streaming or crush milky white cut, ·with occasionally "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"58";"rare dull yellow fluor, milky white crush cut, decreasing with depth to 3000 m. "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"58";"with pale yellow fluorescence to residue after cut. 3217.5 - 3227.5 m: SHALE, dark "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"59";"with pale yellow fluorescence to residue after cut. 3227.5 - 3235.0 m: LIMESTONE, light "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"59";"with pale yellow fluorescence to residue after cut. 3282.5 - 3312.5 m: SHALE, med "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"59";"along fractures, no fluorescence, good fast streaming cut, bright yellow cut fluorescence, with traces "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"59";"bright yellow cut fluorescence, with traces of SANDSTONE, dark brown, fine-grained, hard, subang, "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"59";"no stain, no fluorescence, poor crush cut fluorescence. 3312.5 - 3360.0 m: SHALE, med "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"59";"poor crush cut fluorescence. 3312.5 - 3360.0 m: SHALE, med to dark grey, mod "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"62";"hydrocarbon odour, yellow fluor, instant bright streaming cut) . Tr. CLAYSTONE, red-brown-orange, "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"64";"to bright yellow fluorescence, with a slow streaming cut and pale white crush cut. "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"64";"There was no fluorescence, although poor cloudy cut was recorded with a very pale "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"64";"very pale yellow fluorescence from the cut residue. A trace of oil in the "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"64";"fractures, showing no fluorescence but giving a strong, fast, bright yellow streaming cut. Below "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"64";"signs of hydrocarbon fluorescence, Cl being present, with small amounts of C2 and traces "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"65";"Dull-bright yellow fluorescence, occ slow streaming cut, pale white crush cut, with associated "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"65";"SILTSTONE: Dull yellow fluorescence, milky white crush cut. Average Background Gas Level: Cl 0.025%, "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"65";"No stain or fluorescence, poor cloudy cut fluorescence with pale yellow residual fluoresence. 3217.5 "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"65";"poor cloudy cut fluorescence with pale yellow residual fluoresence. 3217.5 - 3227.5 m: SANDSTONE: "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"65";"pale yellow residual fluoresence. 3217.5 - 3227.5 m: SANDSTONE: With shows as above 3267.5 "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"65";"along fractures, no fluorescence, good fast streaming cut, bright yellow cut fluorescence. SANDSTONE: No "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"65";"bright yellow cut fluorescence. SANDSTONE: No stain or fluorescence, poor cloudy cut fluorescence with "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"65";"No stain or fluorescence, poor cloudy cut fluorescence with pale yellow residual fluorescence. Average "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"65";"poor cloudy cut fluorescence with pale yellow residual fluorescence. Average Background Gas Level: ("
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"65";"pale yellow residual fluorescence. Average Background Gas Level: (3200 - 3297.5 m) Maximum "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"72";"rnicromica, glauconitic, no fluor. Grading siltstone. CLAY/CLAYSTONE, dark grey-brown, soft-firm, sticky, "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"72";"dull yellow min. fluor. LIMESTONE, dark grey, hard, very argill. cryptoxlyn. CLAY, med. grey/"
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"72";"calc. matrix. No fluor. CLAYSTONE, w/coarse silt./vf. sand laminations, clay is v."
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"72";"dull pale yellow fluor, slow milky white streaming cut. SILTSTONE, light-med. grey, firm, "
"34_2-2_R__WELL__34-02-02_PB-706-0562.PDF";"";"72";"non calc, no fluor . "

"File name";"Title";"Page";"Search Instance"
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"58";"to bright yellow fluorescence, slow streaming or crush milky white cut, ·with occasionally "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"58";"rare dull yellow fluor, milky white crush cut, decreasing with depth to 3000 m. "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"58";"with pale yellow fluorescence to residue after cut. 3217.5 - 3227.5 m: SHALE, dark "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"59";"with pale yellow fluorescence to residue after cut. 3227.5 - 3235.0 m: LIMESTONE, light "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"59";"with pale yellow fluorescence to residue after cut. 3282.5 - 3312.5 m: SHALE, med "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"59";"along fractures, no fluorescence, good fast streaming cut, bright yellow cut fluorescence, with traces "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"59";"bright yellow cut fluorescence, with traces of SANDSTONE, dark brown, fine-grained, hard, subang, "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"59";"no stain, no fluorescence, poor crush cut fluorescence. 3312.5 - 3360.0 m: SHALE, med "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"59";"poor crush cut fluorescence. 3312.5 - 3360.0 m: SHALE, med to dark grey, mod "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"62";"hydrocarbon odour, yellow fluor, instant bright streaming cut) . Tr. CLAYSTONE, red-brown-orange, "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"64";"to bright yellow fluorescence, with a slow streaming cut and pale white crush cut. "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"64";"There was no fluorescence, although poor cloudy cut was recorded with a very pale "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"64";"very pale yellow fluorescence from the cut residue. A trace of oil in the "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"64";"fractures, showing no fluorescence but giving a strong, fast, bright yellow streaming cut. Below "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"64";"signs of hydrocarbon fluorescence, Cl being present, with small amounts of C2 and traces "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"65";"Dull-bright yellow fluorescence, occ slow streaming cut, pale white crush cut, with associated "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"65";"SILTSTONE: Dull yellow fluorescence, milky white crush cut. Average Background Gas Level: Cl 0.025%, "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"65";"No stain or fluorescence, poor cloudy cut fluorescence with pale yellow residual fluoresence. 3217.5 "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"65";"poor cloudy cut fluorescence with pale yellow residual fluoresence. 3217.5 - 3227.5 m: SANDSTONE: "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"65";"pale yellow residual fluoresence. 3217.5 - 3227.5 m: SANDSTONE: With shows as above 3267.5 "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"65";"along fractures, no fluorescence, good fast streaming cut, bright yellow cut fluorescence. SANDSTONE: No "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"65";"bright yellow cut fluorescence. SANDSTONE: No stain or fluorescence, poor cloudy cut fluorescence with "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"65";"No stain or fluorescence, poor cloudy cut fluorescence with pale yellow residual fluorescence. Average "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"65";"poor cloudy cut fluorescence with pale yellow residual fluorescence. Average Background Gas Level: ("
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"65";"pale yellow residual fluorescence. Average Background Gas Level: (3200 - 3297.5 m) Maximum "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"72";"rnicromica, glauconitic, no fluor. Grading siltstone. CLAY/CLAYSTONE, dark grey-brown, soft-firm, sticky, "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"72";"dull yellow min. fluor. LIMESTONE, dark grey, hard, very argill. cryptoxlyn. CLAY, med. grey/"
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"72";"calc. matrix. No fluor. CLAYSTONE, w/coarse silt./vf. sand laminations, clay is v."
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"72";"dull pale yellow fluor, slow milky white streaming cut. SILTSTONE, light-med. grey, firm, "
"34_2-2__WELL__34-02-02_PB-706-0562.PDF";"";"72";"non calc, no fluor . "

"File name";"Title";"Page";"Search Instance"
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"133";"blue to brown fluor-escence, no cut fluorescence and a poor cloudy white crush "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"133";"escence, no cut fluorescence and a poor cloudy white crush cut. Higher gas readings "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"133";"white to yellowbrown fluorescence, very slow streaming milky cut, pale white slow streaming to "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"133";"sandstones with similar fluorescence to the sandstones above. Gas readings were lower in this "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"133";"a light yellow fluorescence, slow bright white streaming cut and a milky white crush "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"134";"brown to yellow fluor-escence, a yellow to white fast to slow streaming cut "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"134";"slow streaming cut fluorescence and a milky to yellow crush cut fluorescence, with brown "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"134";"yellow crush cut fluorescence, with brown residues. At 3370 m the mud weight was "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"135";"pale golden brown fluorescence, no cut, poor cloudy milky crush cut, no residual staining. "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"135";"to yellow brown fluorescence, very slow streaming milky cut, pale white very slow streaming "
